distance,measure_latency_ns,measure_error,logical_error_rate
7,250,0.14560820463338742,0.30354
7,500,0.05812799215399056,0.02443
7,750,0.045838083347345404,0.01807
7,1000,0.04283659147231211,0.02118
9,250,0.14560820463338742,0.34143
9,500,0.05812799215399056,0.01778
9,750,0.045838083347345404,0.01186
9,1000,0.04283659147231211,0.01404
11,250,0.14560820463338742,0.37997
11,500,0.05812799215399056,0.0123
11,750,0.045838083347345404,0.00842
11,1000,0.04283659147231211,0.00974
