distance,measure_latency_ns,measure_error,logical_error_rate
7,250,0.49850670313633716,0.49976
7,500,0.27437720595896486,0.49685
7,750,0.09714150370587393,0.13775
7,1000,0.04869005538427473,0.02713
9,250,0.49850670313633716,0.49806
9,500,0.27437720595896486,0.49944
9,750,0.09714150370587393,0.14588
9,1000,0.04869005538427473,0.0201
11,250,0.49850670313633716,0.50095
11,500,0.27437720595896486,0.49947
11,750,0.09714150370587393,0.15337
11,1000,0.04869005538427473,0.01383
