distance,measure_latency_ns,measure_error,logical_error_rate
7,250,0.49850670313633716,0.50109
7,500,0.27437720595896486,0.49923
7,750,0.09714150370587393,0.25241
7,1000,0.04869005538427473,0.11491
9,250,0.49850670313633716,0.49902
9,500,0.27437720595896486,0.49993
9,750,0.09714150370587393,0.2873
9,1000,0.04869005538427473,0.11745
11,250,0.49850670313633716,0.50073
11,500,0.27437720595896486,0.50234
11,750,0.09714150370587393,0.32396
11,1000,0.04869005538427473,0.11891
